framework,item_type,parent,skill,learning_outcome,lo_bloom_level,assessment_method,assessment_bloom,skill_outcome_score,outcome_assessment_score,composite_score,program,university
ECSF,knowledge,Cybersecurity Implementer,Cybersecurity controls and solutions,professionals from the national cybersecurity institute (incibe) collaborate in some modules,Apply,exam_written,Understand,0.333,0.45,0.38,Master of Research in Cybersecurity,Universidad de León
ECSF,knowledge,Cybersecurity Implementer,Cybersecurity controls and solutions,"this master's degree allows access to the following professional paths: cybersecurity research, cybe",Apply,practical_lab,Apply,0.333,1.0,0.6,Master of Research in Cybersecurity,Universidad de León
ECSF,knowledge,Cybersecurity Implementer,Cybersecurity controls and solutions,"this master's degree allows access to the following professional paths: cybersecurity research, cybe",Apply,exam_written,Understand,0.333,0.45,0.38,Master of Research in Cybersecurity,Universidad de León
ECSF,knowledge,Cybersecurity Implementer,Cybersecurity controls and solutions,these roles have been defined by the european cybersecurity skills framework (ecsf),Apply,practical_lab,Apply,0.333,1.0,0.6,Master of Research in Cybersecurity,Universidad de León
ECSF,knowledge,Cybersecurity Implementer,Cybersecurity controls and solutions,these roles have been defined by the european cybersecurity skills framework (ecsf),Apply,exam_written,Understand,0.333,0.45,0.38,Master of Research in Cybersecurity,Universidad de León
ECSF,knowledge,Cybersecurity Implementer,Cybersecurity recommendations and best practices,professionals from the national cybersecurity institute (incibe) collaborate in some modules,Apply,practical_lab,Apply,0.25,1.0,0.55,Master of Research in Cybersecurity,Universidad de León
ECSF,knowledge,Cybersecurity Implementer,Cybersecurity recommendations and best practices,professionals from the national cybersecurity institute (incibe) collaborate in some modules,Apply,exam_written,Understand,0.25,0.45,0.33,Master of Research in Cybersecurity,Universidad de León
ECSF,knowledge,Cybersecurity Implementer,Cybersecurity recommendations and best practices,"this master's degree allows access to the following professional paths: cybersecurity research, cybe",Apply,practical_lab,Apply,0.25,1.0,0.55,Master of Research in Cybersecurity,Universidad de León
ECSF,knowledge,Cybersecurity Implementer,Cybersecurity recommendations and best practices,"this master's degree allows access to the following professional paths: cybersecurity research, cybe",Apply,exam_written,Understand,0.25,0.45,0.33,Master of Research in Cybersecurity,Universidad de León
ECSF,knowledge,Cybersecurity Implementer,Cybersecurity recommendations and best practices,these roles have been defined by the european cybersecurity skills framework (ecsf),Apply,practical_lab,Apply,0.25,1.0,0.55,Master of Research in Cybersecurity,Universidad de León
ECSF,knowledge,Cybersecurity Implementer,Cybersecurity recommendations and best practices,these roles have been defined by the european cybersecurity skills framework (ecsf),Apply,exam_written,Understand,0.25,0.45,0.33,Master of Research in Cybersecurity,Universidad de León
ECSF,knowledge,Cybersecurity Implementer,Cybersecurity-related technologies,professionals from the national cybersecurity institute (incibe) collaborate in some modules,Apply,practical_lab,Apply,0.333,1.0,0.6,Master of Research in Cybersecurity,Universidad de León
ECSF,knowledge,Cybersecurity Implementer,Cybersecurity-related technologies,professionals from the national cybersecurity institute (incibe) collaborate in some modules,Apply,exam_written,Understand,0.333,0.45,0.38,Master of Research in Cybersecurity,Universidad de León
ECSF,knowledge,Cybersecurity Implementer,Cybersecurity-related technologies,"this master's degree allows access to the following professional paths: cybersecurity research, cybe",Apply,practical_lab,Apply,0.333,1.0,0.6,Master of Research in Cybersecurity,Universidad de León
ECSF,knowledge,Cybersecurity Implementer,Cybersecurity-related technologies,"this master's degree allows access to the following professional paths: cybersecurity research, cybe",Apply,exam_written,Understand,0.333,0.45,0.38,Master of Research in Cybersecurity,Universidad de León
ECSF,knowledge,Cybersecurity Implementer,Cybersecurity-related technologies,these roles have been defined by the european cybersecurity skills framework (ecsf),Apply,practical_lab,Apply,0.333,1.0,0.6,Master of Research in Cybersecurity,Universidad de León
ECSF,knowledge,Cybersecurity Implementer,Cybersecurity-related technologies,these roles have been defined by the european cybersecurity skills framework (ecsf),Apply,exam_written,Understand,0.333,0.45,0.38,Master of Research in Cybersecurity,Universidad de León
ECSF,skill,Cybersecurity Researcher,Monitor new advancements in cybersecurity-related technologies,professionals from the national cybersecurity institute (incibe) collaborate in some modules,Apply,practical_lab,Apply,0.167,1.0,0.5,Master of Research in Cybersecurity,Universidad de León
ECSF,skill,Cybersecurity Researcher,Monitor new advancements in cybersecurity-related technologies,professionals from the national cybersecurity institute (incibe) collaborate in some modules,Apply,exam_written,Understand,0.167,0.45,0.28,Master of Research in Cybersecurity,Universidad de León
ECSF,skill,Cybersecurity Researcher,Monitor new advancements in cybersecurity-related technologies,"this master's degree allows access to the following professional paths: cybersecurity research, cybe",Apply,practical_lab,Apply,0.167,1.0,0.5,Master of Research in Cybersecurity,Universidad de León
ECSF,skill,Cybersecurity Researcher,Monitor new advancements in cybersecurity-related technologies,"this master's degree allows access to the following professional paths: cybersecurity research, cybe",Apply,exam_written,Understand,0.167,0.45,0.28,Master of Research in Cybersecurity,Universidad de León
ECSF,skill,Cybersecurity Researcher,Monitor new advancements in cybersecurity-related technologies,these roles have been defined by the european cybersecurity skills framework (ecsf),Apply,practical_lab,Apply,0.167,1.0,0.5,Master of Research in Cybersecurity,Universidad de León
ECSF,skill,Cybersecurity Researcher,Monitor new advancements in cybersecurity-related technologies,these roles have been defined by the european cybersecurity skills framework (ecsf),Apply,exam_written,Understand,0.167,0.45,0.28,Master of Research in Cybersecurity,Universidad de León
ECSF,skill,Cybersecurity Researcher,Identify and solve cybersecurity-related issues,professionals from the national cybersecurity institute (incibe) collaborate in some modules,Apply,practical_lab,Apply,0.2,1.0,0.52,Master of Research in Cybersecurity,Universidad de León
ECSF,skill,Cybersecurity Researcher,Identify and solve cybersecurity-related issues,professionals from the national cybersecurity institute (incibe) collaborate in some modules,Apply,exam_written,Understand,0.2,0.45,0.3,Master of Research in Cybersecurity,Universidad de León
ECSF,skill,Cybersecurity Researcher,Identify and solve cybersecurity-related issues,"this master's degree allows access to the following professional paths: cybersecurity research, cybe",Apply,practical_lab,Apply,0.2,1.0,0.52,Master of Research in Cybersecurity,Universidad de León
ECSF,skill,Cybersecurity Researcher,Identify and solve cybersecurity-related issues,"this master's degree allows access to the following professional paths: cybersecurity research, cybe",Apply,exam_written,Understand,0.2,0.45,0.3,Master of Research in Cybersecurity,Universidad de León
ECSF,skill,Cybersecurity Researcher,Identify and solve cybersecurity-related issues,these roles have been defined by the european cybersecurity skills framework (ecsf),Apply,practical_lab,Apply,0.2,1.0,0.52,Master of Research in Cybersecurity,Universidad de León
ECSF,skill,Cybersecurity Researcher,Identify and solve cybersecurity-related issues,these roles have been defined by the european cybersecurity skills framework (ecsf),Apply,exam_written,Understand,0.2,0.45,0.3,Master of Research in Cybersecurity,Universidad de León
ECSF,skill,Cybersecurity Researcher,Collaborate with other team members and colleagues,professionals from the national cybersecurity institute (incibe) collaborate in some modules,Apply,practical_lab,Apply,0.2,1.0,0.52,Master of Research in Cybersecurity,Universidad de León
ECSF,skill,Cybersecurity Researcher,Collaborate with other team members and colleagues,professionals from the national cybersecurity institute (incibe) collaborate in some modules,Apply,exam_written,Understand,0.2,0.45,0.3,Master of Research in Cybersecurity,Universidad de León
ECSF,knowledge,Cybersecurity Researcher,"Cybersecurity-related research, development and innovation (RDI)",professionals from the national cybersecurity institute (incibe) collaborate in some modules,Apply,practical_lab,Apply,0.167,1.0,0.5,Master of Research in Cybersecurity,Universidad de León
ECSF,knowledge,Cybersecurity Researcher,"Cybersecurity-related research, development and innovation (RDI)",professionals from the national cybersecurity institute (incibe) collaborate in some modules,Apply,exam_written,Understand,0.167,0.45,0.28,Master of Research in Cybersecurity,Universidad de León
ECSF,knowledge,Cybersecurity Researcher,"Cybersecurity-related research, development and innovation (RDI)","this master's degree allows access to the following professional paths: cybersecurity research, cybe",Apply,practical_lab,Apply,0.333,1.0,0.6,Master of Research in Cybersecurity,Universidad de León
ECSF,knowledge,Cybersecurity Researcher,"Cybersecurity-related research, development and innovation (RDI)","this master's degree allows access to the following professional paths: cybersecurity research, cybe",Apply,exam_written,Understand,0.333,0.45,0.38,Master of Research in Cybersecurity,Universidad de León
ECSF,knowledge,Cybersecurity Researcher,"Cybersecurity-related research, development and innovation (RDI)",these roles have been defined by the european cybersecurity skills framework (ecsf),Apply,practical_lab,Apply,0.167,1.0,0.5,Master of Research in Cybersecurity,Universidad de León
